"ord_id","prod_id","qty"
11978,ca05,1
11978,db01,1
11979,ca01,1
11980,ca01,1
11980,cd01,1
11980,cd02,1
11981,cb05,1
11982,cd01,1
11983,ba07,1
11984,cd02,1
11985,ba01,1
11985,bd01,1
11985,ca13,1
11986,ca07,1
11987,cc01,1
11988,bb01,1
11988,ca11,1
11988,ca13,1
11988,ca14,1
11989,bd01,1
11990,cb03,1
11991,ca07,1
11992,ca03,1
11992,dc01,1
11993,bc01,1
11994,ab29,1
11995,ca13,1
11996,ca13,1
11996,ca14,1
11996,cd01,1
11997,ba01,1
11998,ca14,1
11999,ca01,1
12000,cd01,1
12001,ba02,1
12002,ba03,1
12003,ca09,1
12004,ca03,1
12004,ca09,1
12004,cd02,1
12005,ca06,1
12005,cb04,1
12005,cc01,1
12005,da06,1
12006,bb01,1
12007,ca09,1
12008,ca14,1
12009,ad05,1
12009,bd01,1
12009,db02,1
12010,cd02,1
12011,dc01,1
12012,bc02,1
12013,ae04,1
12013,db01,1
12014,ca05,1
12015,ca10,1
12016,ae01,1
12016,ca04,1
12016,ca09,1
12016,dc01,1
12017,bb01,1
12018,cd01,1
12019,ca06,1
12019,cc02,1
12019,da03,1
12020,da03,1
12021,ca05,1
12022,ba03,1
12023,ba04,1
12023,cd02,1
12024,cb05,1
12025,ca09,1
12025,cc02,1
12026,aa03,1
12027,ca08,1
12028,ae02,1
12029,aa06,1
12029,cc02,1
12030,ca02,1
12031,ca11,1
12031,cb06,1
12032,ba02,1
12033,ba09,1
12033,ca09,1
12033,cb06,1
12033,dc02,1
12034,cb01,1
12035,ca02,1
12035,ca08,1
12035,ca12,1
12035,dc01,1
12036,ca14,1
12036,cb03,1
12036,cb06,1
12037,ba04,1
12037,cd01,1
12038,cb06,1
12039,cd02,1
12040,ca13,1
12041,da01,1
12042,ca11,1
12043,cb06,1
12044,ca06,1
12045,ac08,1
12046,cb02,1
12047,ca04,1
12047,cb01,1
12047,cd02,1
12048,ca12,1
12049,cb02,1
12050,ca01,1
12051,ca08,1
12052,bd02,1
12053,da03,1
12054,bd02,1
12054,ca14,1
12054,cc01,1
12054,cd02,1
12055,ca05,1
12056,cd02,1
12057,ca12,1
12058,ba01,1
12059,ca04,1
12059,ca11,1
12059,cb02,1
12060,ba02,1
12060,da03,1
12061,ca04,1
12062,cb04,1
12063,ca02,1
12064,bb01,1
12064,ca05,1
12064,ca13,1
12065,db02,1
12066,cd02,1
12067,cb01,1
12068,cd01,1
12069,bd01,1
12070,ca09,1
12070,cc02,1
12071,ca08,1
12072,ba06,1
12073,da03,1
12074,ae04,1
12075,cc02,1
12076,ba07,1
12077,ab02,1
12078,bb02,1
12079,cd01,1
12080,ae02,1
12081,bb02,1
12082,bd01,1
12083,cb01,1
12084,ca03,1
12085,cc02,1
12086,cd01,1
12087,ca07,1
12088,bc01,1
12089,cb04,1
12090,cb02,1
12091,ca07,1
12091,ca08,1
12091,ca10,1
12091,cb02,1
12092,cb02,1
12093,cb04,1
12094,ab58,1
12094,ba06,1
12094,cb04,1
12095,cb05,1
12096,ca14,1
12096,cb05,1
12096,cd02,1
12097,ba01,1
12097,cd02,1
12098,ca10,1
12099,ba04,1
12099,cc02,1
12100,ca12,1
12101,cd02,1
12102,cc01,1
12103,ab42,1
12104,ca14,1
12105,dc02,1
12106,cb04,1
12107,cd02,1
12108,da06,1
12109,cb02,1
12110,ba02,1
12110,cc02,1
12110,cd01,1
12111,ca13,1
12112,ca13,1
12113,bd01,1
12113,ca07,1
12114,ba09,1
12115,ca02,1
12116,da01,1
12117,da02,1
12118,ca06,1
12119,ae03,1
12120,bc01,1
12121,ab02,1
12121,ca12,1
12121,ca14,1
12122,cb01,1
12123,ca01,1
12123,ca09,2
12124,dc01,1
12125,cd02,1
12126,ca12,1
12127,ca13,1
12127,ca14,1
12127,cb04,1
12128,ab07,1
12129,cd01,1
12129,cd02,1
12130,bd01,1
12130,cb04,1
12130,cc01,1
12130,cc02,1
12131,bc02,1
12131,cc02,1
12132,cb01,1
12133,ca12,1
12134,cc02,1
12135,bb01,1
12135,ca01,1
12135,cb04,1
12135,cc01,1
12136,ca09,1
12136,ca12,1
12136,cb02,1
12136,dc01,1
12137,ae01,1
12137,bc02,1
12137,cb01,1
12137,dc02,1
12138,ca07,1
12139,db02,1
12140,ba06,1
12140,cb04,1
12141,bb02,1
12142,bc02,1
12142,da01,1
12143,cb06,1
12144,aa01,1
12145,ca03,1
12146,cc02,1
12147,ca05,1
12148,ca09,1
12149,ba01,1
12150,ca06,1
12151,ae06,1
12152,ca12,1
12152,cc01,1
12153,ca05,1
12154,cb03,1
12155,ca01,1
12156,cc01,1
12156,dc02,1
12157,ca01,1
12158,ae08,1
12159,ca06,1
12160,ba05,1
12161,bb02,1
12161,bd02,1
12162,ca09,1
12163,ca05,1
12163,cc01,1
12164,ca12,1
12164,cb05,1
12164,cd02,1
12165,dc01,1
12166,cc02,1
12167,ba02,1
12167,ca05,1
12167,ca09,1
12167,cb03,1
12168,cb02,1
12168,cb03,1
12169,cb03,1
12170,ca13,1
12171,bc01,1
12172,ba04,1
12172,ba09,1
12172,ca06,1
12172,ca13,1
12173,cd01,1
12174,ba07,1
12175,cc02,1
12176,ca10,1
12177,cd02,1
12178,db01,1
12179,cb04,1
12180,cc01,1
12181,ca01,1
12182,cb04,1
12183,cb06,1
12184,cb01,1
12185,cb05,1
12186,da05,1
12187,cc02,1
12188,ca02,1
12189,aa06,1
12190,ca02,1
12191,cc01,1
12192,cc01,1
12193,da04,1
12194,ac15,1
12195,ba01,1
12196,ab58,1
12197,ca09,1
12198,bb01,1
12199,ca12,1
12200,cb05,1
12201,ab41,1
12201,ac03,1
12202,ca05,1
12202,cb01,1
12203,cb03,1
12204,ac21,1
12205,ca07,1
12206,bc01,1
12207,bc02,1
12208,ca04,1
12209,ac04,1
12209,bd02,1
12209,cc02,1
12210,cb03,1
12210,cc01,1
12211,ca01,1
12212,ca05,1
12213,dc01,1
12214,db02,1
12215,bd01,1
12216,cb03,1
12217,ca06,1
12218,ba04,1
12219,ca13,1
12220,ac10,1
12220,cb05,1
12221,ca07,1
12221,ca09,1
12221,db02,1
12222,da06,1
12223,cc01,1
12224,cc01,1
12225,cb03,1
12226,ca09,1
12227,bd02,1
12228,cb06,1
12229,cb02,1
12230,da02,1
12230,da03,1
12231,bd02,1
12232,cb05,1
12233,ca12,1
12234,cc02,1
12235,ca14,1
12236,db01,1
12237,cb06,1
12238,cb03,1
12239,ca01,1
12240,bb02,1
12241,ca10,1
12241,db01,1
12242,cb04,1
12243,ca02,1
12244,ca10,1
12244,cb04,1
12244,da05,1
12245,ca07,1
12246,cb04,1
12247,bb01,1
12247,dc02,1
12248,ca01,1
12249,ca04,1
12249,cc02,1
12250,ba08,1
12251,cb02,1
12252,ca09,1
12253,cb05,1
12254,ab15,1
12255,cd01,1
12255,db02,1
12256,ca14,1
12257,ca12,1
12258,ab05,1
12259,bb02,1
12259,ca02,1
12259,cb02,1
12260,cd01,1
12261,cc01,1
12262,db02,1
12263,ca11,1
12264,cb02,1
12265,bc01,1
12265,ca13,1
12265,cb05,1
12265,cc01,1
12266,cb05,1
12267,cb02,1
12268,ca10,1
12268,cc01,1
12268,dc02,1
12269,cb05,1
12270,cb01,1
12271,ca05,1
12271,cd01,1
12272,cd01,1
12273,ca09,1
12273,cb02,1
12274,ca06,1
12275,cc01,1
12276,dc01,1
12277,cb01,1
12278,ca01,1
12279,bb02,1
12280,cb04,1
12281,ab20,1
12281,ca09,1
12282,cb02,1
12282,cc01,1
12283,cc01,1
12284,cc01,1
12285,ca01,1
12285,ca11,1
12285,cb06,1
12286,cc01,1
12286,cc02,1
12287,bc01,1
12287,ca14,1
12288,bd02,1
12288,ca06,1
12289,ca01,1
12290,ca04,1
12291,ae07,1
12291,bb01,1
12291,cb03,1
12292,ca09,1
12293,ca03,1
12293,cc02,1
12293,cd01,1
12294,cb01,1
12295,ca05,1
12295,ca13,1
12295,ca14,1
12296,bb02,1
12296,bc01,1
12296,cb04,1
12296,cc02,1
12297,cb06,2
12297,dc01,1
12298,ba08,1
12298,bd02,1
12298,ca11,1
12298,cb01,1
12299,bc01,1
12300,da05,1
12301,ca04,1
12302,cd02,1
12303,ac09,1
12304,ca04,1
12304,ca11,1
12304,cc01,1
12304,cd01,1
12305,ca12,1
12306,ab47,1
12306,cb04,1
12306,cc01,1
12306,cd01,1
12307,ad31,1
12308,bd02,1
12309,dc02,1
12310,ab48,1
12310,dc02,1
12311,cb01,1
12312,cc01,1
12313,ca13,1
12314,ca13,1
12314,cd02,1
12315,cb04,1
12316,cb02,1
12316,cb04,1
12316,cb06,1
12316,cc02,1
12317,cb06,1
12318,cb04,1
12319,ca14,1
12320,ba03,1
12321,cd02,1
12322,ba07,1
12322,bc01,1
12322,cb02,1
12323,ca14,1
12324,cb02,1
12325,cc01,1
12326,ae02,1
12327,cb04,1
12328,ae01,1
12329,aa02,1
12330,bc01,1
12331,cc01,1
12332,ab45,1
12333,ac05,1
12333,cc02,1
12334,cd02,1
12334,da04,1
12335,ca02,1
12335,cb04,1
12335,cb06,1
12336,ca08,1
12336,da01,1
12337,ba10,1
12338,ca11,1
12339,cb05,1
12340,bd01,1
12341,bc01,1
12341,ca04,1
12342,ac01,1
12342,ca08,1
12342,cc01,1
12342,dc02,1
12343,cb02,2
12343,cc01,1
12344,ca13,1
12345,cc01,1
12346,bb02,1
12347,ca02,1
12347,ca07,1
12348,cb01,1
12349,cc02,1
12350,ab03,1
12351,bd01,1
12352,dc02,1
12353,bc01,1
12354,bb02,1
12355,ca02,1
12356,ba01,1
12356,cb01,1
12356,cd01,1
12357,ca03,1
12358,cd02,1
12359,ca04,1
12359,ca07,1
12359,db01,1
12360,ca11,1
12361,ca08,1
12361,ca12,1
12361,ca14,1
12362,bc01,1
12363,ca10,1
12364,cb04,1
12365,da04,1
12366,ca09,1
12367,cc02,1
12368,ca06,1
12368,ca14,1
12369,cc02,1
12370,da01,1
12371,ca10,1
12372,bc01,1
12373,ca10,1
12373,cb05,1
12374,cb01,1
12375,cb01,1
12376,ac09,1
12377,ca07,1
12378,da03,1
12379,ca06,1
12380,cc01,1
12381,cb02,1
12382,bb02,1
12382,ca07,1
12383,bb01,1
12383,db01,1
12384,ca13,1
12385,bc01,1
12386,ca03,1
12387,ca13,1
12388,ca04,1
12389,ca13,1
12390,ae01,1
12391,ca13,1
12392,cb01,1
12393,ca09,1
12393,cd01,1
12394,cb06,1
12395,cb06,1
12396,cb05,1
12397,cd02,1
12398,ca07,1
12399,cd02,1
12400,ca07,1
12400,ca10,1
12401,aa02,1
12402,ad01,1
12403,bc01,1
12403,bc02,1
12403,ca06,1
12403,db02,1
12404,cb03,1
12405,cc02,1
12406,ca13,1
12407,da01,1
12408,cd02,1
12409,cb01,1
12410,ca09,1
12411,ac07,1
12412,ca01,1
12412,cb01,1
12413,ca14,1
12414,da01,1
12415,ba02,1
12416,cb06,1
12417,cd01,1
12418,cb04,1
12419,ba03,1
12420,ac01,1
12421,ca01,1
12422,cc02,1
12423,cc02,1
12424,cc01,1
12425,cc02,1
12426,ac24,1
12427,cc01,1
12428,cb01,1
12429,ba04,1
12430,ab44,1
12431,da01,1
12432,ba08,1
12433,ba06,1
12433,ca11,1
12433,cb02,1
12433,dc01,1
12434,cd01,1
12435,ca13,1
12436,ca13,1
12437,cc02,1
12438,bd02,1
12439,cb05,1
12439,dc01,1
12440,ab41,1
12440,ca14,1
12441,ca03,1
12441,cc02,1
12442,ca07,1
12443,ca05,1
12444,da02,1
12445,ab03,1
12446,ca03,1
12447,ac03,1
12447,ba03,1
12448,cc02,1
12449,cc02,1
12450,cd01,1
12451,cc01,1
12452,ca11,1
12453,da02,1
12454,cb06,1
12454,db02,1
12455,cc02,1
12456,ca12,1
12457,cc02,1
12458,ba09,1
12459,ac21,1
12460,ba06,1
12461,bc01,1
12461,cb05,1
12462,cd01,1
12463,cb05,1
12464,ba03,1
12465,ca04,1
12466,cb01,1
12467,da03,1
12468,ca10,1
12469,cc02,1
12470,cc01,1
12470,cd01,1
12471,ca04,1
12472,ca12,1
12473,cc01,1
12474,cb02,1
12475,cd02,1
12476,dc01,1
12477,ca14,1
12478,cc01,1
12479,dc02,1
12480,ae02,1
12481,cb02,1
12482,ca01,1
12483,cb04,1
12484,cc01,1
12484,cd01,1
12485,ca11,1
12486,bd01,1
12487,cb03,1
12488,ab18,1
12488,ca03,1
12488,cd01,1
12488,dc01,1
12489,cb04,1
12490,ca05,1
12490,cc01,1
12491,ca10,1
12492,cc01,1
12493,bc01,1
12494,cc02,1
12494,cd01,1
12495,cb06,1
12496,ca11,1
12497,ca04,1
12498,ca07,1
12499,ca10,1
12500,aa03,1
12501,bc01,1
12502,ca04,1
12503,dc01,1
12504,ac27,1
12504,bb01,1
12505,ca10,1
12506,ca09,1
12507,ca06,1
12508,cc02,1
12509,ca05,1
12510,ba05,1
12510,ba09,1
12510,ca06,1
12510,ca12,1
12511,cc01,1
12512,ba03,1
12512,ca09,1
12513,ba01,1
12513,ca10,1
12514,cb02,1
12515,ca06,1
12515,cb02,1
12516,ca07,1
12517,cd02,1
12518,cd02,1
12519,ca11,1
12520,cd01,1
12521,ca01,1
12522,bc02,1
12523,ab54,1
12524,ca05,2
12525,ba01,1
12526,ca01,1
12527,cd02,1
12528,ca13,1
12529,ca14,1
12530,cd02,1
12531,ca13,1
12532,cc01,1
12533,db01,1
12534,cb04,1
12535,cc01,1
12536,cd02,1
12537,ca04,1
12537,cb04,1
12538,dc01,1
12539,ca06,1
12539,cb04,1
12540,bc02,1
12541,ab56,1
12542,ca03,1
12543,cb04,1
12544,cd01,1
12545,cd02,1
12546,ba01,1
12546,ca11,1
12547,bc01,1
12548,ca01,1
12549,ba06,1
12549,bb02,1
12550,da06,1
12551,dc02,1
12552,ad23,1
12553,ba01,1
12554,cc02,1
12555,bd01,1
12556,ad25,1
12557,cb01,1
12558,cb05,1
12559,ba08,1
12560,cb02,1
12561,dc02,1
12562,cd01,1
12563,cc02,1
12564,ca14,1
12564,cb04,1
12565,ba03,1
12566,ca02,1
12567,bc02,1
12568,ca10,1
12569,ca09,1
12570,ba03,1
12571,db01,1
12572,ca07,1
12573,cc01,1
12574,db01,1
12575,ca08,1
12576,ca01,1
12576,ca09,1
12576,cc01,1
12577,cb06,1
12578,bb02,1
12579,ca09,1
12579,ca12,1
12580,ca12,1
12580,cc02,1
12581,ba10,1
12582,bb02,1
12583,ba07,1
12584,cc01,1
12585,ae02,1
12585,cb06,1
12586,cd01,1
12587,ba08,1
12587,cb02,1
12587,db02,1
12588,ca12,1
12589,ba07,1
12590,ca07,1
12591,ca07,1
12591,ca14,1
12592,ca12,1
12593,cb03,1
12594,bd01,1
12595,cb04,1
12596,ca11,1
12596,ca12,1
12596,ca13,1
12596,cd01,1
12597,ca05,1
12598,ca14,1
12599,cd02,1
12600,ca10,1
12600,cb04,1
12600,dc02,1
12601,ca12,1
12601,cb04,1
12602,ba04,1
12603,ba04,1
12604,ca04,1
12605,ca12,1
12606,bd01,1
12606,cc02,1
12606,cd01,1
12607,cb02,1
12608,cb01,1
12609,ca09,1
12610,ba04,1
12611,ca02,1
12612,cb01,1
12613,cd01,1
12614,cb06,1
12615,ca14,1
12616,aa03,1
12617,ca13,1
12618,ca05,1
12619,dc01,1
12620,cd01,1
12621,ca05,1
12622,dc01,1
12623,ab29,1
12623,ca06,1
12623,cd02,1
12624,ca09,1
12625,ca14,1
12626,ca07,1
12627,bc02,1
12628,cb06,1
12628,cd01,1
12629,cc02,1
12630,ca10,1
12631,ca14,1
12632,cc01,1
12633,ab17,1
12634,ba04,1
12635,cd02,1
12636,db01,1
12637,bd01,1
12638,cb02,1
12639,aa06,1
12640,ca08,1
12641,cb04,1
12642,bd01,1
12643,cb04,1
12643,cc01,1
12644,cd02,1
12645,cc02,1
12645,cd02,1
12645,db01,1
12646,cb04,1
12647,cb05,1
12648,aa06,1
12649,bc02,1
12650,cc01,1
12651,ca03,1
12651,da01,1
12651,dc01,1
12652,ca13,1
12653,ca05,1
12654,cb03,1
12655,ac21,1
12656,cb06,1
12657,ca03,1
12658,cb02,1
12659,bc01,1
12660,ca11,1
12660,dc01,1
12661,cc01,1
12662,ca14,1
12663,da06,1
12664,ab51,1
12664,cd01,1
12665,ca06,1
12666,ca07,1
12667,cb05,1
12668,cb05,1
12669,cc01,1
12670,ac20,1
12670,ae05,1
12670,cb03,1
12671,cb04,1
12672,ba04,1
12673,cd02,1
12674,cd01,1
12675,cd01,1
12676,ca08,1
12677,ca03,1
12678,cb02,1
12678,cd02,1
12679,cb05,1
12680,cb04,1
12680,cd01,1
12681,ca12,1
12682,ca11,1
12683,ba08,1
12683,bb02,1
12683,cb04,1
12684,cb05,1
12685,cb01,1
12686,cb06,1
12687,bc01,1
12687,cc02,1
12688,cb04,1
12689,ca02,1
12690,cb01,1
12691,bc02,1
12691,ca01,1
12691,cb03,1
12692,ca08,1
12693,cd01,1
12694,cd01,1
12695,ca06,1
12696,cd02,1
12697,cb01,1
12698,ad03,1
12699,cd01,1
12700,ca03,1
12701,ba09,1
12702,cd01,1
12703,ca01,1
12704,ca13,1
12704,cb03,1
12704,cb05,1
12705,ca07,1
12706,ca13,1
12707,ba01,1
12708,cc01,1
12709,cb01,1
12710,ab36,1
12711,ca07,1
12712,ca06,1
12713,cb02,1
12713,cb06,1
12713,cd02,1
12713,da04,1
12714,ab38,1
12714,cc01,1
12714,dc01,1
12715,ba02,1
12715,ca02,1
12716,ca09,1
12716,cc01,1
12717,ca09,1
12718,ca06,1
12718,ca07,1
12719,ae08,1
12719,ca02,1
12720,ca02,1
12721,ca11,1
12721,cb02,1
12722,cb05,1
12723,ca02,1
12724,ab19,1
12724,ca13,1
12724,cb04,1
12725,cb06,1
12726,bc01,1
12727,cd02,1
12727,da04,1
12728,cd02,1
12729,cb03,1
12730,ca05,1
12731,cb06,1
12732,cc02,1
12733,ca10,1
12733,cb06,2
12733,cc01,1
12734,cd01,1
12735,cb02,1
12736,cd01,1
12737,ca12,1
12738,ca01,1
12739,ae03,1
12740,ca08,1
12741,cd01,1
12742,cb04,1
12743,ca14,1
12744,ba09,1
12745,ca12,1
12746,cb01,1
12747,cb01,1
12748,ca09,1
12749,ca01,1
12749,da01,1
12750,bb02,1
12751,ba06,1
12751,ca06,1
12751,ca10,1
12752,ca02,1
12753,ca01,1
12754,cb02,1
12755,cd01,1
12756,ba09,1
12757,cb01,1
12758,cb05,1
12759,bc02,1
12759,bd01,1
12760,bc01,1
12760,ca07,1
12760,ca14,1
12760,da03,1
12761,ca08,1
12761,ca12,1
12761,ca13,1
12761,cc01,1
12762,ca11,1
12763,cc02,1
12764,ca02,1
12765,bb01,1
12766,cc01,1
12767,cc02,1
12768,ca04,1
12768,ca08,1
12769,ca07,1
12769,ca10,1
12769,cb06,1
12769,db01,1
12770,bb02,1
12771,ba02,1
12772,da02,1
12773,cb03,1
12774,cc02,1
12775,cc01,1
12776,dc01,1
12777,ca02,1
12778,ba08,1
12779,da03,1
12780,ad29,1
12781,ca09,1
12782,ca05,1
12783,ca07,1
12783,ca13,1
12783,cc01,1
12784,cb06,1
12785,cb03,1
12786,ae03,1
12787,ba03,1
12787,cd01,1
12788,cd01,1
12789,ca06,1
12790,ca10,1
12791,ca14,1
12792,cb01,1
12792,cb03,1
12793,ae03,1
12794,cd01,1
12795,cb02,1
12796,ac07,1
12796,cb02,1
12796,cb03,2
12797,cb05,1
12798,cb03,1
12799,cd02,1
12800,cd01,1
12801,aa02,1
12801,ae04,1
12802,cd01,1
12803,cb02,1
12804,bc01,1
12804,ca03,1
12805,cd02,1
12806,bd02,1
12807,cb03,1
12808,ca12,1
12809,dc01,1
12810,ca13,1
12811,cc01,1
12812,ca13,1
12813,bb02,1
12814,bb01,1
12815,ab12,1
12816,ca06,1
12817,cb02,1
12818,ca13,1
12819,cd02,1
12820,ca13,1
12821,ab39,1
12822,ca13,1
12823,aa05,1
12824,ca11,1
12825,cb01,1
12825,cd02,1
12826,ca13,1
12827,cc01,1
12828,bd01,1
12829,cb04,1
12830,bc02,1
12831,cc02,1
12832,cb03,1
12833,ca04,1
12834,aa02,1
12835,ca12,1
12836,ba03,1
12837,cb02,1
12838,ca04,1
12839,ca09,1
12840,ca10,1
12841,aa02,1
12841,db01,1
12841,dc01,1
12842,ca11,1
12842,cb02,1
12843,ca03,1
12844,ca10,1
12845,da04,1
12846,ca14,1
12847,cc01,1
12848,cb03,1
12848,cd01,1
12849,ca12,1
12850,ca10,1
12851,bc01,1
12852,da01,1
12853,ca12,1
12854,cd01,1
12855,db02,1
12856,bb02,1
12856,cb06,1
12857,ca09,1
12858,ae07,1
12859,ca02,1
12860,ac11,1
12861,aa03,1
12862,cc02,1
12863,ca09,1
12864,cb02,1
12865,cb04,1
12866,bc02,1
12866,cb04,1
12867,ba05,1
12868,ca04,1
12869,ca05,1
12870,cb04,1
12871,cc02,1
12872,ba06,1
12873,cb05,1
12874,cb02,1
12875,aa04,1
12876,cb02,1
12877,ca05,1
12878,bb01,1
12879,cb01,1
12880,bd01,1
12881,bb01,1
12882,ca07,1
12883,db01,1
12884,ca12,1
12884,cd01,1
12885,cb06,1
12885,db02,1
12886,da03,1
12887,cc01,1
12888,ca02,1
12889,ca08,1
12889,cb05,1
12889,cc01,1
12890,ca03,1
12891,ba05,1
12891,ca14,1
12892,ca02,1
12893,aa06,1
12893,ca04,1
12893,cb02,1
12894,da02,1
12895,cb06,1
12896,ca08,1
12897,cb03,1
12898,ba03,1
12899,ca12,1
12899,da05,1
12900,cb03,1
12901,cc01,1
12902,aa08,1
12903,cc01,1
12904,ba03,1
12905,bd02,1
12906,da02,1
12907,ca10,1
12908,ca10,1
12909,ca08,1
12910,ca09,1
12910,da02,1
12911,ca12,1
12912,ba03,1
12912,ca14,1
12912,cb05,1
12913,ca14,1
12914,ca09,1
12915,ca07,1
12916,ca09,1
12917,ac02,1
12918,cc02,1
12919,ca04,1
12920,ba06,1
12921,ba06,1
12922,ca11,1
12923,cc02,1
12924,bd02,1
12925,ca14,1
12926,cd02,1
12927,aa03,1
12927,ca04,1
12927,ca12,1
12927,da02,1
12928,ca04,1
12929,cd01,1
12930,ca05,2
12931,dc02,1
12932,ca04,1
12933,cc02,1
12934,ca01,1
12934,db02,1
12935,cb02,1
12936,aa07,1
12936,ca07,1
12936,ca08,1
12936,cd02,1
12937,cb06,1
12938,cb01,1
12939,bc01,1
12939,cb03,1
12939,cc02,1
12939,dc02,1
12940,bc01,1
12941,ab06,1
12942,cb03,1
12943,bb02,1
12943,ca14,1
12943,cc02,1
12944,ac05,1
12944,ca01,1
12945,da04,1
12946,cc01,1
12947,cb02,1
12948,ca12,1
12948,cd02,1
12949,ba01,1
12949,cc01,1
12950,ca11,1
12951,bc01,1
12952,ca01,1
12953,cb05,1
12954,ca10,1
12955,ca04,1
12956,ca04,1
12956,cd01,1
12957,bc02,1
12958,ca01,1
12959,cc02,1
12960,ab21,1
12961,cb03,1
12962,ad26,1
12962,da04,1
12963,cd01,1
12964,ca13,1
12965,da02,1
12966,ca05,1
12967,bd02,1
12967,ca04,1
12968,da04,1
12969,cb02,1
12970,cb02,1
12971,ca02,1
12972,cc01,1
12973,da03,1
12974,ca08,1
12975,ca08,1
12976,ba06,1
12977,cb01,1
12978,cb02,1
12979,ca10,1
12980,ca13,1
12981,ca05,1
12982,ca01,1
12983,cb04,1
12984,da03,1
12985,cb04,1
12986,cd02,1
12987,ba08,1
12988,ca13,1
12989,bd01,1
12990,ca10,1
12991,ab08,1
12992,ca13,1
12993,cb05,1
12994,cd02,1
12995,cc02,1
12996,bb02,1
12997,cb02,1
12997,cc01,1
12998,cb05,1
12999,cb04,1
12999,cb05,1
12999,cd01,1
13000,cb02,1
13001,ac10,1
13002,aa01,1
13002,ca12,1
13002,cb05,1
13003,cb05,1
13003,db01,2
13004,cb02,1
13005,aa03,1
13006,cb05,1
13007,ca05,1
13008,ca06,1
13008,ca09,1
13009,dc01,1
13010,cc02,1
13011,ba07,1
13012,ca05,1
13012,ca09,1
13013,cd02,1
13014,ca11,1
13015,ac17,1
13015,ca01,1
13015,cb01,1
13016,ba08,1
13017,ca05,1
13017,ca12,1
13018,cc02,1
13019,bc02,1
13019,ca04,1
13019,dc02,1
13020,ca03,1
13020,ca13,1
13021,ca01,1
13022,cb06,1
13023,cb05,1
13024,ca06,1
13025,ba06,1
13025,ba08,1
13025,ba09,1
13025,ca11,1
13026,db02,1
13027,cc01,1
13028,ba07,1
13028,ca05,1
13029,ca05,1
13029,cc02,1
13030,ab24,1
13031,ca05,1
13032,cb05,1
13033,cc01,1
13034,bb02,1
13034,ca06,1
13034,dc01,1
13035,cc02,1
13035,cd01,1
13035,cd02,1
13036,bc02,1
13037,ba03,1
13038,cd02,1
13038,dc01,1
13039,ca07,1
13040,ca09,1
13041,cb02,1
13042,ca12,1
13043,cb01,1
13044,bc01,1
13045,bb01,1
13046,cb06,1
13047,cb06,1
13048,cb04,1
13049,bc01,1
13050,ca12,1
13050,cb05,1
13051,cd02,1
13052,ca06,1
13052,ca09,1
13052,cb04,1
13052,cd02,1
13053,ba06,1
13053,cb04,1
13054,da02,1
13055,ca07,1
13056,ca13,1
13057,ca01,1
13058,da04,1
13059,ae06,1
13060,ca03,1
13060,ca13,1
13060,da01,1
13061,ca13,1
13062,ca01,1
13063,cd02,1
13064,ca10,1
13065,cd02,1
13066,ba03,1
13066,ca14,1
13067,bb01,1
13067,cc01,1
13067,cc02,1
13068,ba02,1
13069,cd02,1
13070,cb01,1
13071,ab49,1
13072,cb06,1
13073,bc02,1
13074,cb01,1
13075,cd02,1
13076,ab04,1
13076,ba02,1
13076,ca13,1
13077,cd01,1
13078,ca02,1
13078,ca10,1
13078,ca12,1
13079,ca13,1
13079,dc02,1
13080,cb04,1
13080,cb05,1
13081,cc02,1
13082,cb05,1
13083,cb04,1
13083,cb05,1
13084,cb02,1
13085,ab03,1
13086,ba09,1
13087,cb04,1
13088,cd02,1
13089,ca13,1
13090,ca08,1
13091,ca04,1
13091,ca09,1
13091,ca13,1
13091,db02,1
13092,ca08,1
13092,cb04,1
13093,ca06,1
13094,dc01,1
13095,da06,1
13096,cd01,1
13097,cd01,1
13098,ca07,1
13099,cb03,1
13100,bc01,1
13100,cc01,1
13100,cd02,1
13101,ca12,1
13102,ca14,1
13103,cc01,1
13104,bd02,1
13105,ae05,1
13106,ba05,1
13107,cb01,1
13107,cb02,1
13107,cc02,1
13107,cd02,1
13108,cd01,1
13109,ca13,1
13110,cb04,1
13111,ca11,1
13112,ac01,1
13112,ad33,1
13112,cc02,1
13113,ba09,1
13113,cb04,1
13113,cb06,2
13114,cb03,1
13115,ca02,1
13116,da06,1
13117,ba05,1
13117,bd01,1
13118,bc02,1
13118,ca02,1
13119,ca12,1
13120,cd01,1
13121,dc01,1
13122,ad17,1
13122,cb02,1
13123,ca09,1
13124,bb02,1
13125,dc01,1
13126,cb03,1
13127,cc02,1
13128,cb02,1
13129,cb01,1
13130,cb02,1
13131,ca03,1
13131,cc02,1
13131,cd02,1
13132,ba07,1
13133,ba05,1
13134,ca12,1
13135,ac02,1
13135,ca12,1
13136,ba10,1
13136,ca02,1
13137,dc01,1
13138,ca04,1
13138,ca05,1
13139,cc02,1
13140,cb04,1
13141,ca12,1
13142,ca01,1
13142,cb04,1
13142,cd02,1
13142,dc01,1
13143,ba03,1
13144,da03,1
13145,ab08,1
13146,cb05,1
13147,ca08,1
13147,cc01,1
13148,ac05,1
13149,cc02,1
13150,ab28,1
13151,bb01,1
13152,cb05,1
13153,ca04,1
13153,ca08,1
13154,cd02,1
13155,ca08,1
13156,cb02,1
13157,ba07,1
