"ord_id","ord_dt","cust_id","store_id","genius_id"
10545,2021-04-05,18452,R219,
10546,2021-04-05,15423,R250,
10547,2021-04-05,48946,R259,
10548,2021-11-05,41546,R000,
10549,2021-04-05,11820,R102,
10550,2021-12-05,30932,R221,
10551,2021-04-05,6011,R219,
10552,2021-10-05,48451,R067,
10553,2021-04-05,48873,R000,
10554,2021-12-05,8699,R250,
10555,2021-04-05,6627,R095,
10556,2021-04-05,3180,R143,
10557,2021-11-05,25702,R095,
10558,2021-04-05,8131,R230,
10559,2021-04-05,19588,R753,dy2365
10560,2021-04-05,27730,R000,
10561,2021-11-05,29053,R102,
10562,2021-10-05,1390,R312,
10563,2021-04-05,14929,R824,
10564,2021-04-05,31815,R199,
10565,2021-04-05,7370,R190,
10566,2021-04-05,7594,R000,
10567,2021-04-05,34931,R067,
10568,2021-04-05,8047,R072,
10569,2021-04-05,19038,R300,zh2474
10570,2021-04-05,37015,R317,
10571,2021-04-05,10405,R067,
10572,2021-04-05,9360,R140,
10573,2021-04-05,20021,R415,
10574,2021-04-05,8368,R229,
10575,2021-04-05,35082,R300,
10576,2021-12-05,46283,R084,
10577,2021-04-05,36422,R143,
10578,2021-04-05,19310,R259,
10579,2021-10-05,13172,R000,
10580,2021-04-05,20117,R190,
10581,2021-11-05,46042,R000,
10582,2021-04-05,47060,R029,
10583,2021-04-05,4539,R084,
10584,2021-04-05,40333,R177,
10585,2021-04-05,48126,R000,
10586,2021-04-05,25888,R000,
10587,2021-04-05,35736,R284,yz4107
10588,2021-04-05,33963,R086,
10589,2021-04-05,11718,R240,
10590,2021-12-05,45748,R290,
10591,2021-04-05,24392,R250,
10592,2021-04-05,23111,R082,
10593,2021-04-05,23509,R140,
10594,2021-04-05,34997,R177,
10595,2021-04-05,48849,R205,
10596,2021-04-05,44169,R205,
10597,2021-12-05,10319,R108,
10598,2021-12-05,14229,R284,yz4107
10599,2021-04-05,47707,R010,
10600,2021-04-05,7405,R108,
10601,2021-12-05,30511,R462,
10602,2021-11-05,25583,R259,
10603,2021-04-05,13570,R007,
10604,2021-10-05,38971,R287,
10605,2021-04-05,38679,R000,
10606,2021-12-05,33347,R287,
10607,2021-04-05,39106,R339,
10608,2021-04-05,42897,R060,xy2523
10609,2021-11-05,5318,R027,zl3121
10610,2021-04-05,38690,R050,mmb2329
10611,2021-04-05,49563,R050,
10612,2021-12-05,6364,R462,
10613,2021-04-05,2207,R019,mw3537
10614,2021-04-05,28558,R065,
10615,2021-04-05,35707,R300,
10616,2021-04-05,38232,R205,
10617,2021-11-05,23948,R205,
10618,2021-04-05,17218,R086,
10619,2021-04-06,21280,R095,
10620,2021-12-06,23428,R115,
10621,2021-04-06,14729,R229,
10622,2021-04-06,45407,R312,
10623,2021-04-06,4731,R000,
10624,2021-12-06,19155,R000,
10625,2021-11-06,45288,R221,
10626,2021-04-06,24176,R016,
10627,2021-04-06,510,R287,
10628,2021-04-06,254,R250,
10629,2021-04-06,23181,R067,lc3609
10630,2021-04-06,28508,R000,
10631,2021-12-06,12097,R250,
10632,2021-04-06,27823,R240,yz4222
10633,2021-04-06,44283,R312,
10634,2021-11-06,33409,R000,
10635,2021-12-06,4881,R290,
10636,2021-12-06,9223,R190,
10637,2021-04-06,10614,R221,
10638,2021-04-06,10778,R086,
10639,2021-04-06,10282,R221,
10640,2021-11-06,31764,R221,
10641,2021-12-06,3393,R142,
10642,2021-04-06,23297,R102,
10643,2021-04-06,43646,R095,ay2529
10644,2021-04-06,33137,R000,
10645,2021-10-06,2759,R284,
10646,2021-04-06,20724,R190,
10647,2021-11-06,41392,R060,
10648,2021-04-06,29810,R143,
10649,2021-10-06,48656,R228,jz3267
10650,2021-04-06,34573,R019,
10651,2021-11-06,18746,R231,
10652,2021-11-06,24340,R190,
10653,2021-04-06,45425,R143,
10654,2021-04-06,32714,R000,
10655,2021-12-06,3230,R143,
10656,2021-04-06,16541,R290,
10657,2021-10-06,43151,R143,
10658,2021-12-06,29275,R000,
10659,2021-04-06,28064,R221,
10660,2021-04-06,37796,R108,
10661,2021-04-06,23968,R199,yc3948
10662,2021-04-06,30000,R050,
10663,2021-12-06,3027,R290,
10664,2021-04-06,39825,R250,
10665,2021-04-06,49661,R190,
10666,2021-04-06,22042,R300,
10667,2021-04-06,23041,R010,
10668,2021-04-06,46633,R000,
10669,2021-11-06,40686,R000,
10670,2021-04-06,45452,R019,
10671,2021-11-06,43033,R177,
10672,2021-04-06,27900,R000,
10673,2021-04-06,18715,R000,
10674,2021-10-06,2806,R060,xy2523
10675,2021-04-06,49549,R000,
10676,2021-12-06,42305,R072,tw2850
10677,2021-04-06,8226,R190,
10678,2021-04-06,38581,R007,
10679,2021-04-06,41413,R312,zw2739
10680,2021-04-06,34216,R019,
10681,2021-04-06,13498,R202,xz3062
10682,2021-04-06,44703,R231,
10683,2021-11-06,26841,R010,
10684,2021-04-06,41361,R287,yl4986
10685,2021-04-06,44288,R199,
10686,2021-10-06,32056,R108,
10687,2021-12-06,43992,R281,
10688,2021-04-06,37386,R000,
10689,2021-04-06,46933,R240,
10690,2021-04-06,35285,R205,sw3628
10691,2021-04-06,32874,R000,
10692,2021-04-06,13311,R284,
10693,2021-11-06,20213,R190,
10694,2021-04-06,8465,R415,
10695,2021-04-06,31004,R000,
10696,2021-04-06,29262,R312,
10697,2021-04-06,8923,R259,
10698,2021-11-06,17549,R290,
10699,2021-04-06,11596,R019,mw3537
10700,2021-10-06,29893,R067,
10701,2021-04-06,36756,R300,
10702,2021-04-06,41147,R143,
10703,2021-04-06,32302,R115,og2280
10704,2021-04-06,48229,R000,
10705,2021-12-06,5133,R339,
10706,2021-04-06,45873,R152,kl3280
10707,2021-04-06,49662,R177,
10708,2021-12-06,43030,R221,ys3528
10709,2021-04-06,46803,R230,
10710,2021-04-06,23155,R290,
10711,2021-04-06,15485,R010,
10712,2021-04-06,10745,R000,
10713,2021-04-06,17611,R000,
10714,2021-04-06,6528,R415,
10715,2021-04-06,31495,R287,
10716,2021-04-06,22555,R007,
10717,2021-12-06,5806,R143,
10718,2021-10-06,26342,R010,
10719,2021-04-06,30339,R312,zw2739
10720,2021-04-06,6421,R204,
10721,2021-04-06,48667,R001,
10722,2021-04-06,45704,R086,
10723,2021-04-06,24333,R205,
10724,2021-04-06,32648,R300,
10725,2021-04-06,23736,R086,
10726,2021-04-06,25364,R000,
10727,2021-04-06,10445,R290,
10728,2021-04-06,30090,R143,
10729,2021-04-06,32777,R050,
10730,2021-12-06,37682,R019,
10731,2021-12-06,13181,R142,dml2193
10732,2021-04-06,17768,R219,
10733,2021-04-06,16342,R300,
10734,2021-04-06,27465,R029,
10735,2021-04-06,49412,R218,
10736,2021-04-06,35827,R259,
10737,2021-04-06,3882,R300,
10738,2021-04-06,5668,R287,
10739,2021-11-06,21865,R218,rj2639
10740,2021-04-06,44116,R046,
10741,2021-04-07,48984,R016,
10742,2021-04-07,25849,R284,
10743,2021-04-07,46294,R000,
10744,2021-12-07,19589,R259,
10745,2021-04-07,19876,R205,
10746,2021-04-07,18965,R199,yc3948
10747,2021-04-07,2019,R000,
10748,2021-04-07,11483,R284,
10749,2021-04-07,20722,R287,
10750,2021-04-07,20192,R000,
10751,2021-04-07,36215,R312,
10752,2021-04-07,12129,R065,
10753,2021-04-07,30258,R108,yf2597
10754,2021-04-07,12702,R140,
10755,2021-04-07,23488,R259,
10756,2021-11-07,14658,R019,
10757,2021-04-07,23171,R219,
10758,2021-12-07,29241,R228,
10759,2021-04-07,44567,R019,mw3537
10760,2021-04-07,7034,R000,
10761,2021-11-07,6197,R000,
10762,2021-04-07,21049,R082,
10763,2021-04-07,10480,R010,
10764,2021-04-07,46441,R046,upm2000
10765,2021-04-07,39801,R065,
10766,2021-04-07,14686,R415,
10767,2021-04-07,44296,R010,
10768,2021-04-07,31248,R287,
10769,2021-11-07,18571,R140,
10770,2021-12-07,44748,R218,
10771,2021-04-07,27850,R284,yz4107
10772,2021-04-07,11081,R312,
10773,2021-04-07,197,R000,
10774,2021-04-07,21754,R290,
10775,2021-04-07,2734,R259,
10776,2021-11-07,33891,R000,
10777,2021-04-07,19708,R010,
10778,2021-04-07,34062,R221,
10779,2021-11-07,32364,R287,
10780,2021-04-07,17812,R229,
10781,2021-04-07,17387,R259,ft2564
10782,2021-04-07,4192,R000,
10783,2021-04-07,22832,R019,
10784,2021-10-07,35827,R000,
10785,2021-04-07,15655,R000,
10786,2021-04-07,38150,R177,
10787,2021-04-07,6503,R221,
10788,2021-12-07,17591,R143,
10789,2021-04-07,39884,R259,
10790,2021-04-07,15720,R050,
10791,2021-04-07,44612,R230,
10792,2021-04-07,20024,R108,
10793,2021-12-07,42360,R000,
10794,2021-04-07,35731,R287,
10795,2021-12-07,31595,R000,
10796,2021-12-07,35176,R115,
10797,2021-04-07,31394,R231,
10798,2021-04-07,40972,R205,
10799,2021-10-07,1256,R065,
10800,2021-04-07,11369,R230,
10801,2021-11-07,4365,R287,
10802,2021-04-07,43536,R029,
10803,2021-04-07,40307,R204,
10804,2021-12-07,41288,R000,
10805,2021-04-07,20073,R143,
10806,2021-12-07,45180,R108,yf2597
10807,2021-04-07,29322,R072,
10808,2021-04-07,34880,R000,
10809,2021-04-07,32998,R152,kl3280
10810,2021-12-07,38021,R177,
10811,2021-04-07,18380,R095,
10812,2021-10-07,47418,R177,
10813,2021-10-07,13327,R190,
10814,2021-04-07,12999,R218,
10815,2021-12-07,37706,R050,mmb2329
10816,2021-04-07,29746,R029,
10817,2021-04-07,30357,R177,
10818,2021-04-07,23238,R140,
10819,2021-04-07,26058,R019,
10820,2021-04-07,11504,R029,ja3571
10821,2021-04-07,46542,R204,
10822,2021-04-07,3692,R000,
10823,2021-04-07,2384,R177,
10824,2021-04-07,21281,R300,
10825,2021-12-07,44958,R010,
10826,2021-10-07,41959,R007,
10827,2021-04-07,20989,R290,
10828,2021-12-07,20762,R287,
10829,2021-04-07,35599,R019,
10830,2021-12-07,36708,R250,cz2691
10831,2021-04-07,46076,R205,
10832,2021-12-07,28566,R229,
10833,2021-12-07,20023,R007,
10834,2021-04-07,22288,R000,
10835,2021-04-07,46724,R142,
10836,2021-04-07,9582,R143,
10837,2021-04-07,2215,R824,
10838,2021-04-08,36916,R312,
10839,2021-04-08,17285,R228,
10840,2021-04-08,5706,R016,
10841,2021-04-08,38390,R284,yz4107
10842,2021-04-08,36942,R281,xc2571
10843,2021-10-08,9646,R143,
10844,2021-12-08,42531,R205,
10845,2021-04-08,47179,R000,
10846,2021-12-08,33706,R287,
10847,2021-12-08,2748,R462,
10848,2021-04-08,20084,R140,ta2629
10849,2021-04-08,25144,R228,
10850,2021-04-08,13645,R019,mw3537
10851,2021-04-08,10537,R140,
10852,2021-04-08,38367,R000,
10853,2021-04-08,10339,R095,
10854,2021-04-08,41592,R229,
10855,2021-04-08,15858,R115,
10856,2021-04-08,3940,R050,
10857,2021-12-08,48986,R000,
10858,2021-04-08,19669,R177,
10859,2021-12-08,8178,R229,
10860,2021-04-08,6898,R102,
10861,2021-04-08,11980,R259,
10862,2021-12-08,36406,R143,
10863,2021-04-08,44548,R000,
10864,2021-04-08,20581,R050,
10865,2021-04-08,929,R065,
10866,2021-04-08,32952,R415,
10867,2021-04-08,21998,R287,
10868,2021-04-08,29963,R086,
10869,2021-04-08,10878,R029,
10870,2021-12-08,16261,R007,
10871,2021-10-08,45245,R287,
10872,2021-04-08,38762,R284,
10873,2021-04-08,27809,R290,
10874,2021-04-08,327,R219,
10875,2021-04-08,42997,R339,
10876,2021-11-08,32848,R019,
10877,2021-04-08,39652,R415,
10878,2021-04-08,1127,R000,
10879,2021-12-08,30501,R000,
10880,2021-04-08,28323,R072,
10881,2021-04-08,26794,R284,
10882,2021-04-08,31624,R016,
10883,2021-12-08,18987,R287,
10884,2021-04-08,12206,R190,zw2825
10885,2021-04-08,38860,R240,yz4222
10886,2021-11-08,2782,R140,
10887,2021-12-08,47870,R177,
10888,2021-04-08,31929,R084,
10889,2021-10-08,21927,R228,
10890,2021-04-08,27782,R230,
10891,2021-04-08,38898,R202,
10892,2021-04-08,19850,R287,
10893,2021-04-08,46099,R082,
10894,2021-04-08,11680,R230,
10895,2021-12-08,47570,R287,
10896,2021-12-08,6295,R001,
10897,2021-04-08,2428,R019,
10898,2021-12-08,32368,R019,
10899,2021-04-08,45742,R415,
10900,2021-04-08,1270,R285,
10901,2021-04-08,23089,R108,
10902,2021-04-08,31135,R143,
10903,2021-04-08,11420,R250,
10904,2021-04-08,31369,R007,
10905,2021-04-08,8954,R095,
10906,2021-10-08,4185,R143,
10907,2021-04-08,17053,R177,
10908,2021-10-08,10958,R219,
10909,2021-04-08,5392,R287,
10910,2021-04-08,41662,R317,xy2521
10911,2021-04-08,14916,R219,
10912,2021-12-08,47394,R086,
10913,2021-10-08,41501,R312,
10914,2021-04-08,37338,R230,
10915,2021-04-08,27877,R084,
10916,2021-11-08,27851,R007,
10917,2021-12-08,2339,R065,
10918,2021-10-08,38560,R218,
10919,2021-04-08,14859,R190,
10920,2021-12-08,19740,R177,
10921,2021-04-08,45854,R072,
10922,2021-10-08,1998,R072,tw2850
10923,2021-04-08,43495,R462,xl3138
10924,2021-04-08,19401,R287,
10925,2021-04-08,42843,R000,
10926,2021-04-08,28472,R230,vm2644
10927,2021-04-08,504,R000,
10928,2021-04-08,49325,R000,
10929,2021-04-08,42328,R065,
10930,2021-04-08,41475,R000,
10931,2021-04-08,23027,R108,
10932,2021-04-08,10522,R204,
10933,2021-12-08,23335,R095,
10934,2021-04-08,8148,R190,
10935,2021-04-08,17580,R204,
10936,2021-04-08,23739,R231,yl4985
10937,2021-04-08,49150,R000,
10938,2021-04-08,2129,R287,
10939,2021-12-08,24273,R285,
10940,2021-04-08,11982,R000,
10941,2021-04-08,45723,R287,
10942,2021-04-08,29382,R143,yc4034
10943,2021-04-09,32852,R007,
10944,2021-04-09,31345,R229,
10945,2021-12-09,21670,R016,
10946,2021-04-09,7625,R016,
10947,2021-04-09,43048,R190,
10948,2021-04-09,48922,R000,
10949,2021-04-09,39228,R000,
10950,2021-04-09,11108,R010,
10951,2021-04-09,4800,R205,
10952,2021-04-09,16,R190,
10953,2021-12-09,4894,R000,
10954,2021-04-09,27600,R219,
10955,2021-04-09,25046,R230,
10956,2021-04-09,39995,R143,
10957,2021-04-09,47224,R072,
10958,2021-04-09,45837,R228,
10959,2021-04-09,45233,R072,
10960,2021-04-09,14798,R072,
10961,2021-04-09,3485,R287,
10962,2021-04-09,22007,R000,
10963,2021-04-09,26687,R007,
10964,2021-04-09,43454,R287,
10965,2021-04-09,45034,R287,
10966,2021-04-09,5914,R290,
10967,2021-04-09,15706,R000,
10968,2021-12-09,23879,R000,
10969,2021-04-09,13467,R067,lc3609
10970,2021-10-09,6193,R229,
10971,2021-04-09,38028,R010,
10972,2021-04-09,30609,R204,
10973,2021-12-09,37074,R152,kl3280
10974,2021-04-09,41159,R000,
10975,2021-04-09,7922,R002,
10976,2021-12-09,42413,R000,
10977,2021-04-09,37754,R290,ys3490
10978,2021-04-09,10091,R065,zo2153
10979,2021-04-09,47388,R143,
10980,2021-04-09,14516,R115,
10981,2021-04-09,45854,R072,
10982,2021-04-09,10755,R228,
10983,2021-04-09,3398,R221,
10984,2021-04-09,21081,R010,
10985,2021-04-09,13442,R281,
10986,2021-11-09,42523,R065,zo2153
10987,2021-04-09,49902,R199,
10988,2021-04-09,47510,R221,
10989,2021-04-09,29522,R072,
10990,2021-10-09,48821,R143,
10991,2021-11-09,49688,R259,
10992,2021-04-09,37956,R230,
10993,2021-04-09,8682,R753,dy2365
10994,2021-10-09,17322,R205,
10995,2021-04-09,31338,R177,
10996,2021-12-09,35731,R415,
10997,2021-04-09,23247,R218,
10998,2021-04-09,10219,R287,
10999,2021-04-09,39850,R190,
11000,2021-12-09,28472,R284,
11001,2021-04-09,30998,R290,
11002,2021-12-09,14799,R000,
11003,2021-11-09,45006,R229,
11004,2021-04-09,4146,R142,
11005,2021-12-09,37133,R019,
11006,2021-11-09,1761,R007,
11007,2021-11-09,20234,R001,
11008,2021-12-09,5388,R000,
11009,2021-04-09,19556,R000,
11010,2021-12-09,49340,R000,
11011,2021-11-09,43134,R290,
11012,2021-10-09,14518,R010,rl3243
11013,2021-04-09,4087,R000,
11014,2021-04-09,13028,R290,
11015,2021-10-09,898,R019,
11016,2021-04-09,110,R290,
11017,2021-04-09,40136,R190,
11018,2021-04-09,16472,R230,
11019,2021-04-09,11962,R284,
11020,2021-04-09,24430,R010,
11021,2021-04-09,43499,R190,
11022,2021-04-09,22249,R060,xy2523
11023,2021-04-09,31413,R177,
11024,2021-04-09,2325,R287,
11025,2021-04-09,22739,R115,
11026,2021-12-09,23633,R007,qz2456
11027,2021-04-09,315,R190,
11028,2021-04-09,31892,R229,
11029,2021-04-09,36180,R190,
11030,2021-04-09,12441,R287,
11031,2021-04-09,40038,R231,
11032,2021-04-09,47157,R095,ay2529
11033,2021-04-09,29630,R287,
11034,2021-10-09,35375,R259,
11035,2021-04-09,42493,R046,
11036,2021-11-09,20272,R230,
11037,2021-04-09,42530,R415,
11038,2021-04-09,2767,R084,
11039,2021-04-09,6458,R218,
11040,2021-04-09,26728,R000,
11041,2021-04-09,27297,R190,
11042,2021-04-09,6584,R019,
11043,2021-12-09,44242,R312,
11044,2021-04-09,14951,R072,
11045,2021-12-09,24652,R019,
11046,2021-10-09,12669,R250,
11047,2021-04-09,2842,R060,xy2523
11048,2021-04-09,46812,R317,
11049,2021-04-09,9308,R142,
11050,2021-04-09,10038,R287,
11051,2021-10-09,12184,R287,
11052,2021-10-09,10215,R240,yz4222
11053,2021-10-09,47789,R050,
11054,2021-12-09,11066,R250,
11055,2021-04-09,30986,R019,
11056,2021-10-09,6544,R287,
11057,2021-11-09,20582,R219,
11058,2021-04-09,27902,R000,
11059,2021-04-09,9611,R002,
11060,2021-04-10,27307,R086,
11061,2021-12-10,39720,R086,
11062,2021-11-10,3735,R002,hz2782
11063,2021-04-10,45377,R016,
11064,2021-04-10,41072,R060,xy2523
11065,2021-04-10,10668,R287,
11066,2021-04-10,11090,R202,
11067,2021-04-10,14774,R300,
11068,2021-04-10,46526,R086,
11069,2021-10-10,40311,R202,
11070,2021-11-10,46103,R290,
11071,2021-04-10,3995,R140,
11072,2021-04-10,34240,R086,
11073,2021-12-10,17646,R177,
11074,2021-12-10,22680,R300,
11075,2021-04-10,30896,R029,
11076,2021-04-10,44917,R108,
11077,2021-11-10,8959,R046,
11078,2021-04-10,46126,R000,
11079,2021-10-10,32018,R281,
11080,2021-11-10,26669,R000,
11081,2021-04-10,32476,R290,
11082,2021-12-10,32447,R019,
11083,2021-11-10,40998,R000,
11084,2021-04-10,30067,R000,
11085,2021-04-10,40098,R000,
11086,2021-12-10,22170,R010,
11087,2021-04-10,21373,R230,
11088,2021-04-10,465,R219,zs2520
11089,2021-04-10,35545,R142,
11090,2021-04-10,17720,R205,
11091,2021-04-10,40540,R084,
11092,2021-04-10,40281,R229,
11093,2021-04-10,34115,R312,
11094,2021-04-10,20750,R287,
11095,2021-04-10,26740,R000,
11096,2021-04-10,4241,R284,
11097,2021-04-10,59,R415,
11098,2021-04-10,40508,R300,
11099,2021-04-10,45908,R300,
11100,2021-12-10,8335,R029,
11101,2021-04-10,49605,R259,
11102,2021-04-10,40066,R084,fs2768
11103,2021-04-10,11130,R115,
11104,2021-11-10,19849,R072,
11105,2021-04-10,10546,R415,
11106,2021-10-10,18587,R285,
11107,2021-04-10,37649,R065,
11108,2021-04-10,47133,R287,
11109,2021-04-10,26959,R177,
11110,2021-11-10,40891,R019,
11111,2021-04-10,46743,R219,
11112,2021-04-10,35669,R095,
11113,2021-04-10,35763,R084,
11114,2021-04-10,32488,R000,
11115,2021-04-10,31234,R072,
11116,2021-04-10,3952,R228,
11117,2021-04-10,39128,R095,
11118,2021-04-10,26140,R084,
11119,2021-04-10,49741,R229,
11120,2021-04-10,23754,R095,
11121,2021-04-10,14498,R095,
11122,2021-04-10,40383,R177,
11123,2021-04-10,42879,R290,
11124,2021-12-10,25936,R019,
11125,2021-04-10,12977,R016,
11126,2021-11-10,43778,R204,
11127,2021-11-10,47761,R824,cc4790
11128,2021-12-10,15728,R317,xy2521
11129,2021-04-10,6011,R300,
11130,2021-04-10,37153,R199,yc3948
11131,2021-10-10,10702,R143,
11132,2021-04-10,31997,R177,
11133,2021-04-10,30907,R000,
11134,2021-04-10,14561,R000,
11135,2021-04-10,12388,R086,
11136,2021-11-10,30901,R001,sz3032
11137,2021-04-10,24202,R029,
11138,2021-04-10,41059,R072,
11139,2021-04-10,4826,R084,
11140,2021-04-10,293,R029,ja3571
11141,2021-04-10,2565,R177,
11142,2021-11-10,46147,R218,
11143,2021-04-10,45329,R229,
11144,2021-04-10,35477,R287,yl4986
11145,2021-04-10,7506,R250,
11146,2021-11-10,13595,R000,
11147,2021-04-10,39274,R050,
11148,2021-04-10,19677,R000,
11149,2021-04-10,20710,R084,
11150,2021-04-10,26257,R142,
11151,2021-04-10,34584,R001,
11152,2021-04-10,38391,R228,
11153,2021-04-10,29092,R086,
11154,2021-04-10,19639,R177,
11155,2021-04-10,22974,R140,
11156,2021-04-10,8700,R300,
11157,2021-12-10,12293,R143,
11158,2021-04-10,33925,R095,
11159,2021-04-10,44072,R230,
11160,2021-04-10,49083,R240,
11161,2021-11-10,18023,R285,
11162,2021-12-10,8310,R019,
11163,2021-04-10,27126,R221,
11164,2021-04-10,11656,R228,
11165,2021-04-10,26931,R190,
11166,2021-04-10,41632,R219,zs2520
11167,2021-04-10,11087,R221,
11168,2021-04-10,29421,R086,
11169,2021-04-10,5611,R072,tw2850
11170,2021-04-10,49608,R204,
11171,2021-12-10,42095,R281,
11172,2021-04-10,25850,R229,dz2492
11173,2021-04-11,15274,R086,
11174,2021-04-11,7100,R300,
11175,2021-04-11,22718,R202,
11176,2021-11-11,21219,R202,
11177,2021-04-11,11265,R202,
11178,2021-10-11,3385,R339,
11179,2021-10-11,31032,R000,
11180,2021-04-11,38784,R230,
11181,2021-04-11,2546,R190,
11182,2021-04-11,43984,R415,
11183,2021-04-11,34547,R072,
11184,2021-10-11,22453,R240,
11185,2021-11-11,2626,R084,
11186,2021-04-11,27494,R115,
11187,2021-04-11,16873,R082,
11188,2021-04-11,34842,R339,
11189,2021-04-11,3138,R007,
11190,2021-04-11,48334,R050,
11191,2021-04-11,9682,R000,
11192,2021-11-11,47408,R177,
11193,2021-04-11,36760,R415,ll3486
11194,2021-04-11,2253,R000,
11195,2021-04-11,44156,R287,
11196,2021-04-11,45479,R285,
11197,2021-04-11,17122,R000,
11198,2021-04-11,21648,R287,
11199,2021-12-11,23407,R142,
11200,2021-04-11,6887,R287,
11201,2021-04-11,25114,R205,
11202,2021-10-11,28934,R287,
11203,2021-04-11,45410,R000,
11204,2021-04-11,19570,R190,zw2825
11205,2021-04-11,12083,R284,yz4107
11206,2021-11-11,30408,R102,
11207,2021-12-11,45520,R221,
11208,2021-11-11,3284,R007,
11209,2021-04-11,22012,R000,
11210,2021-04-11,25153,R095,
11211,2021-10-11,16272,R010,
11212,2021-12-11,9905,R259,
11213,2021-04-11,15262,R339,
11214,2021-04-11,14809,R143,
11215,2021-12-11,30816,R230,
11216,2021-04-11,49722,R228,
11217,2021-04-11,34843,R230,
11218,2021-04-11,15130,R102,jy3142
11219,2021-04-11,1802,R219,
11220,2021-04-11,23109,R231,
11221,2021-04-11,33058,R190,
11222,2021-04-11,48832,R050,
11223,2021-04-11,28356,R115,
11224,2021-04-11,35725,R462,
11225,2021-04-11,36759,R177,
11226,2021-04-11,11990,R000,
11227,2021-12-11,10755,R228,
11228,2021-12-11,20235,R143,
11229,2021-04-11,45207,R240,
11230,2021-12-11,27459,R072,tw2850
11231,2021-04-11,44257,R065,
11232,2021-04-11,23827,R000,
11233,2021-04-11,43174,R287,
11234,2021-04-11,16988,R259,
11235,2021-04-11,23273,R000,
11236,2021-04-11,25672,R339,
11237,2021-04-11,41015,R205,sw3628
11238,2021-04-11,30908,R000,
11239,2021-11-11,31857,R259,
11240,2021-11-11,14407,R000,
11241,2021-10-11,31463,R102,
11242,2021-04-11,28979,R462,
11243,2021-11-11,37342,R230,
11244,2021-04-11,29785,R221,
11245,2021-04-11,24883,R065,
11246,2021-04-11,36458,R019,
11247,2021-12-11,41732,R221,
11248,2021-04-11,34053,R259,
11249,2021-12-11,4013,R019,
11250,2021-04-11,38228,R287,
11251,2021-04-11,25754,R190,
11252,2021-04-11,4184,R016,te2306
11253,2021-04-11,18047,R218,
11254,2021-11-11,36646,R060,xy2523
11255,2021-04-11,11174,R143,
11256,2021-04-11,180,R339,
11257,2021-12-11,35736,R218,
11258,2021-04-11,16107,R229,
11259,2021-04-11,13772,R000,
11260,2021-11-11,27998,R029,
11261,2021-12-11,2551,R300,
11262,2021-04-11,36435,R140,ta2629
11263,2021-04-11,21809,R046,upm2000
11264,2021-04-11,36333,R072,
11265,2021-04-11,46942,R287,
11266,2021-12-11,5979,R082,mfe2122
11267,2021-04-11,25246,R019,
11268,2021-04-11,27806,R000,
11269,2021-11-11,9450,R010,
11270,2021-04-11,27764,R228,
11271,2021-04-11,1774,R095,
11272,2021-04-11,44920,R019,
11273,2021-12-11,26387,R002,
11274,2021-12-11,23413,R143,
11275,2021-12-11,21707,R205,
11276,2021-04-11,13013,R143,
11277,2021-04-11,17535,R000,
11278,2021-10-11,40252,R177,
11279,2021-04-11,44628,R000,
11280,2021-12-11,29996,R000,
11281,2021-04-11,6252,R007,
11282,2021-04-11,7241,R000,
11283,2021-04-11,15072,R019,
11284,2021-04-11,34852,R177,
11285,2021-04-11,13832,R240,
11286,2021-10-11,5816,R285,xf2235
11287,2021-11-12,46328,R415,ll3486
11288,2021-10-12,49673,R339,
11289,2021-04-12,20883,R019,
11290,2021-12-12,16976,R204,
11291,2021-04-12,13154,R259,
11292,2021-10-12,16364,R228,
11293,2021-04-12,36731,R287,
11294,2021-04-12,30336,R290,
11295,2021-04-12,22347,R221,ys3528
11296,2021-04-12,39771,R205,
11297,2021-04-12,20255,R016,
11298,2021-04-12,45335,R230,
11299,2021-04-12,39537,R143,
11300,2021-04-12,28033,R000,
11301,2021-10-12,29012,R250,
11302,2021-04-12,45332,R115,
11303,2021-10-12,35873,R290,
11304,2021-04-12,12506,R177,
11305,2021-11-12,26935,R143,
11306,2021-12-12,5478,R000,
11307,2021-12-12,31533,R281,
11308,2021-10-12,41041,R300,zh2474
11309,2021-04-12,42013,R205,
11310,2021-11-12,8664,R001,
11311,2021-04-12,16093,R000,
11312,2021-04-12,4335,R000,
11313,2021-04-12,1276,R177,
11314,2021-04-12,10354,R072,
11315,2021-04-12,29860,R016,
11316,2021-04-12,26242,R084,
11317,2021-11-12,12791,R229,
11318,2021-10-12,11407,R259,
11319,2021-04-12,22541,R084,
11320,2021-04-12,24810,R000,
11321,2021-04-12,45307,R231,
11322,2021-04-12,47009,R221,
11323,2021-04-12,17242,R199,yc3948
11324,2021-12-12,6640,R199,
11325,2021-04-12,6362,R095,
11326,2021-04-12,38029,R010,rl3243
11327,2021-04-12,29843,R240,yz4222
11328,2021-04-12,4900,R007,
11329,2021-12-12,49047,R219,
11330,2021-04-12,36122,R002,
11331,2021-12-12,33908,R228,
11332,2021-11-12,2071,R229,
11333,2021-04-12,30062,R067,
11334,2021-04-12,30424,R204,
11335,2021-04-12,35535,R218,
11336,2021-12-12,29817,R177,
11337,2021-04-12,39070,R000,
11338,2021-04-12,20974,R102,
11339,2021-04-12,8652,R046,
11340,2021-12-12,12609,R290,
11341,2021-04-12,2215,R317,
11342,2021-12-12,16195,R462,xl3138
11343,2021-04-12,18809,R016,
11344,2021-04-12,44315,R067,
