"Service Desk",4574,"USPD.2642RID.999945","Unassigned","Service Desk - Unassigned","Issue Management","Mainframe","VSE","N/A","N/A","Service Support"
"eTrust Intrusion Detection",4575,"ETR4309GIDU6512","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Intrusion Detection And Firewall","Threat Management"
"Ingres",4576,"ING3272008R7071","OPENINGRES","OPENINGRES RDBMS","Unassigned","Distributed","Unix","Data","Rdbms And Ordbms","Misc Products/Corporate"
"Asset & Availability Rep",4577,"NTWPMX9900764720806122","Unassigned","Unassigned","Unassigned","Distributed","OpenVMS","Network","Network & Service Mgt.","Network Management"
"Ingres",4578,"IN21001JNF6660","INGRES II","INGRES II EMBEDED FORTRAN NAT","Unassigned","Distributed","OS/400","Data","Rdbms And Ordbms","Misc Products"
"ARCserve Backup",4579,"ARB6012700AJ3192LN4709","ARCSERVE 2000","ARCSERVE 2000 BACKUP AGENT FOR LOTUS NOTES JAPANESE NEC OEM","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eHealth",4580,"QL8897SBET3132","QUALITY OF","QUALITY OF SERVICE","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"Total Protection",4581,"CAAS4550RBE07926","Unassigned","Unassigned","Unassigned","Distributed","Distributed","N/A","N/A","Small and Medium Business"
"AntiVirus",4582,"ETR41290A6696","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiVirus",4583,"ETANVR9906450CH9086","ETRUST","ETRUST ANTIVIRUS","Threat Management","Distributed","Multi Platform","Security","Secure Content Management","Threat Management"
"Scheduler",4584,"SC211799HG4518","SCHEDULER","SCHEDULER GRO","Unassigned","Mainframe","MVS","Network","Job Scheduling","Job Management"
"Patch Management",4585,"USDLXX9488400907398","Unassigned","Unassigned","Change Management","Distributed","Distributed","N/A","N/A","Desktop & Server Management / Asset Management"
"N/A",4586,"MN205836UB05057947","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Jasmine",4587,"JIIPU77080B0594839","JASMINE II","JASMINE II PUBLISHER","Unassigned","Distributed","Windows","Data","Object-Oriented DBMS","Products - Dist & Testing Tools"
"Asset Portfolio Management",4588,"ARGBAS9909835001365","ARGIS","ARGIS","Financial Management","Distributed","Multi Platform","Network","Change And Configuration Management","IT Financial Management"
"OPS/MVS",4589,"OPSOCF07355S9026694","OPS-OCF","OPS-OCF","Virtual Systems Management","Mainframe","MVS","Network","Event Automation","Systems Management"
"BSO",4590,"BSOXDS9768P992465","BSO","BSO DISTRIBUTED","Unassigned","Distributed","Multi Platform","N/A","N/A","BSO"
"eTrust Internet Security Suite",4591,"VRSP6724110W8153","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",4592,"BABWUR14711AP021002828","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4593,"ARCCA2931150EP0265834","ARCSERVEIT WG","ARCSERVEIT WG NW CAG PUSH","Backup Management","Distributed","Netware","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4594,"BABWCU11409400250E33967","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"VISION:COMBO",4595,"VSNCOT07144RE023125","VISION:COMBO -","VISION:COMBO - TSO","Unassigned","Mainframe","MVS","Access","End-User Query, Reporting And Analysis Tools","Products - MF Misc"
"Total Protection",4596,"CASVPRER2623ENEN4900","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Systems","Other System Software","Small and Medium Business"
"CoolGen",4597,"GE81290NE2928","GEN ENCYCOPEDIA","GEN ENCYCOPEDIA SERVER UPDATE API","Unassigned","Distributed","Multi Platform","Development","Unified Development Environ","Products - Gen Group"
"SSA",4598,"PROACL059007096BAB4020","PROACTION","PROACTION CLIENT","Unassigned","Distributed","Windows","N/A","N/A","SSA"
"ARCserve Backup",4599,"B4165MPPABL5815","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eHealth",4600,"RM86311PPM5911","EHLTH RMOTE","EHLTH RMOTE PLLER TO DISTRB LG","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"ARCserve Backup",4601,"BABLBR112896559320","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ASG  REQUIREMENTS ENGINEERING",4602,"ASGRQE0550104093311","ASG REQUIREMENTS","ASG REQUIREMENTS ENGINEERING","Unassigned","Distributed","Windows","Development","Analysis Modeling And Design Tools","Products - Dist & Testing Tools"
"SSA",4603,"MD-DS.0441628O9008601","MP DRAFT","MP DRAFT SERVICES","Unassigned","Distributed","OS/400","N/A","N/A","SSA"
"ARCserve Backup",4604,"ARCLNO4417CM992678","ARC LOTUS","ARC LOTUS DOMINO AGENT","Backup Management","Distributed","Linux","Storage","Backup And Archive Software","Storage Recovery Management"
"N/A",4605,"GMRETRSC9575BRM08398","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"IDMS",4606,"IDMDB69609R07520","IDMS/DB","IDMS/DB REORG","Unassigned","Mainframe","VM","Data","Pre And Post-Relational DBMS","Products - Gen Group"
"N/A",4607,"BABLBC098849004199","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Ingres",4608,"INGVIS020005598VL4527","OPENINGRES","OPENINGRES VISION","Unassigned","Distributed","Unix","Development","Unified Development Environments","Misc Products/Corporate"
"Services",4609,"PV4544CCCLA7129","OPS/MVS II","OPS/MVS II SRP","Unassigned","Mainframe","MVS","N/A","N/A","Services"
"N/A",4610,"C7196FO0CC23552","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"SSA",4611,"PRMFF934259O044619","PRMS FORECASTING","PRMS FORECASTING   -FRENCH","Unassigned","Distributed","OS/400","N/A","N/A","SSA"
"Realia",4612,"REAJCL055300T91218","REALIA EML","REALIA EML JCL","Unassigned","Distributed","Windows","Development","Unified Development Environments","Products - Dist & Testing Tools"
"Unicenter System Watchdog for OpenVMS",4613,"WATT74082E6222","WATCHIT TEN","WATCHIT TEN USERS","Unassigned","Distributed","OpenVMS","Network","Performance Management","Products - Dist & Testing Tools"
"Easytrieve",4614,"EZTIDM0025486AU5073","OS/EASYTRIEVE","OS/EASYTRIEVE IDMS","Unassigned","Mainframe","MVS","Development","Unified Development Environments","Products - MF Output/Easytrieve"
"Panaudit",4615,"PANA2818WINUD1057","PANAUDIT","PANAUDIT PLUS","Unassigned","Mainframe","VSE","Development","Unified Development Environ","Products - MF Misc"
"N/A",4616,"USMAP+W8930ETIN24487","Unassigned","UNKNOWN","Unassigned","Mainframe","VSE-OR-MVS","N/A","N/A","N/A"
"Security Command Center",4617,"E9522RITR2878","Unassigned","Unassigned","Security Management","Distributed","Unix","Security","Security & Vulnerability Management","Security Information / Vulnerability Management"
"eTrust Internet Security Suite",4618,"ETR5532OBIS9696","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Distributed Database Tools",4619,"LOO1811FAVBA5346","LOG ANALYZER","LOG ANALYZER FOR ORACLE","Data Management","Distributed","Multi Platform","Data","Database Tools And Utilities","DB Management"
"Dynam",4620,"DYF9794POAVE1300","DYNAM FAMILY","DYNAM FAMILY VSE-ESA OPTION","Unassigned","Mainframe","VSE","Storage","SRM","Products - MF Misc"
"CleverPath Portal",4621,"CVPP9232AOR3495","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Access","Enterprise Information Portals","Business Process Modeling - CTO"
"N/A",4622,"PA1161990N8778",\N,"Unassigned 51419","Unassigned","Distributed","Other","N/A","N/A","N/A"
"WSDM",4623,"WSDMGT94457V904050","WEB","WEB SVCS DIST MGMT","Systems Management","Distributed","Multi Platform","Network","Network And Service Management","Application Management"
"AntiVirus",4624,"AV1090U29227","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"eHealth",4625,"EHLVHU78491291845","EHEALTH LIVE","EHEALTH LIVE HEALTH UPGR ELMTS","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"N/A",4626,"856-123172-017821O002-8599","Unassigned","UNKNOWN","Unassigned","Distributed","Other","N/A","N/A","N/A"
"IDMS",4627,"IDADSO1096KL0019633","ADS/ONLINE ACC","ADS/ONLINE ACC OPT","Unassigned","Mainframe","VSE","Development","Unified Development Environments","Products - MF IDMS"
"ESP (Cybermation)",4628,"WK16056LS8668","ESP WKLD","ESP WKLD AUTO SYS AGT UNIX CPU","Automation","Distributed","Unix","Network","Job Scheduling","Job Management"
"N/A",4629,"856553302-3832","Unassigned","UNKNOWN","Unassigned","Mainframe","VSE-OR-MVS","N/A","N/A","N/A"
"Prevail",4630,"PREVJ2002155XWX025347","PREVAIL/XP-COMMAND JES2","PREVAIL/XP-COMMAND JES2 COM SA","Unassigned","Mainframe","MVS","Network","Performance Management","Products - MF Misc"
"N/A",4631,"FINX46041WX016971","FINAL EXAM","FINAL EXAM WEBEXAM","Unassigned","Distributed","Unix","N/A","N/A","N/A"
"AntiVirus",4632,"ETRARM30OEM016772E6674","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiVirus",4633,"ETRARM30HE493290P4661","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Distributed Database Tools",4634,"IMABAS992597ITX09762","IMAGE ANALYZER","IMAGE ANALYZER ENT LICENSE","Data Management","Distributed","Multi Platform","Data","Database Tools And Utilities","DB Management"
"Asset Intelligence",4635,"UASI4648BPTXX5375","Unassigned","Unassigned","Financial Management","Distributed","Distributed","Network","Change & Configuration Mgt.","Desktop & Server Management / Asset Management"
"CoolGen",4636,"GENDB39889P94034","GEN DBP","GEN DBP LICENSE","Unassigned","Distributed","Multi Platform","Development","Unified Development Environments","Products - Gen Group"
"Distributed Database Tools",4637,"MGTDBO995136003272","Unassigned","Unassigned","Data Management","Mainframe","ANY IBM MF APD","Data","Database Tools And Utilities","DB Management"
"SSA",4638,"MMXPQ.06300865215675","MANMAN/X PURCHASE","MANMAN/X PURCHASE QUOTATIONS","Unassigned","Distributed","Unix","N/A","N/A","SSA"
"ARCserve Backup",4639,"BABWBR16448B60119859","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4640,"ARB8570LC9960139833","ARCSERVE 2000","ARCSERVE 2000 BACKUP AGENT FOR OPEN FILES JAPANESE HITACHI OEM","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eHealth",4641,"EHIAL191550ELC9909439","EHEALTH INTEGRATION","EHEALTH INTEGRATION - ALCATEL","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"eTrust Intrusion Detection",4642,"ETRID305109410ELT8902","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Intrusion Detection And Firewall","Threat Management"
"ARCserve Backup",4643,"BABWBR1150F11125346936","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4644,"BABWUR1150F348514R4005665","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4645,"CAXWBR93621400E7269","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"AntiSpyware",4646,"ETRPP50STE01710224684","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiSpyware",4647,"ETRPP502CP27331BM3176","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"BrightStor SAN Manager",4648,"B2884DS6735","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Storage","Storage Mgt. Sw","Storage Resource Management"
"VISION:Builder",4649,"VSNBLD268305J05068","VISION:BUILDER","VISION:BUILDER","Unassigned","Mainframe","MVS","Development","Unified Development Environ","Products - MF Misc"
"AntiSpyware",4650,"ETRPP50HE083463C5J9205","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiVirus",4651,"ETRAVE81033014BACU8533","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",4652,"B1410CFIAB7011","Unassigned","Unassigned","Backup Management","Distributed","Unix","Storage","Backup And Archive Software","Storage Recovery Management"
"Filemaster Plus.",4653,"TC3326AFIM8811","TRANSCENTURY FILE","TRANSCENTURY FILE MASTER-LOAD","Unassigned","Mainframe","MVS","Life-Cycle","Automated Software Quality Tools","Products - Dist & Testing Tools"
"AntiVirus",4654,"ETRAV7110BPMNA136501981","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Distributed Database Tools",4655,"DKTBAS9901431ZIM7835","DESKTOP","DESKTOP DBA","Data Management","Distributed","Windows","Data","Database Tools And Utilities","DB Management"
"Panaudit",4656,"PEZ9449WUP2IMS6989","PANAUDIT PLUSEZT+","PANAUDIT PLUSEZT+ IMS","Unassigned","Mainframe","MVS","Development","Unified Development Environments","Products - MF Misc"
"N/A",4657,"BABW1398CDUP298961","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"N/A",4658,"3272C816206D8604","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"ARCserve Backup",4659,"BABWFR11OEM06875W63595","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4660,"BABW8998PB6925","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Easytrieve",4661,"EZTR110SP2971D03879","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Tools","Other Programmer Development Tools And Utilities","Products - MF Output/Easytrieve"
"Mainframe Mgmt",4662,"SLNMTD1870AR902769","SOLVE:NETMASTER-TCP/IP DIAG","SOLVE:NETMASTER-TCP/IP DIAG OP","Unassigned","Mainframe","MVS","Network","Network And Service Management","Network Management"
"Unicenter NSM Application Performance Option",4663,"UPFMA9762WBR1R996377","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Network","Performance Management","Application Management"
"ARCserve Backup",4664,"BABW8057ETFBR114038","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eTrust Firewall",4665,"E55680001TFW4853","ETRUST FIREWALL","ETRUST FIREWALL OEMCD WITH KEY","Unassigned","Distributed","Windows","Security","Intrusion Detection And Firewall","Threat Management"
"BrightStor SAN Manager",4666,"BSNMGR9906728TS0500113690","Unassigned","Unassigned","Unassigned","Distributed","Unix","Storage","Storage Mgt. Sw","Storage Resource Management"
"eTrust Internet Security Suite",4667,"ETRISS2L06T2757C.00S054975","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"SSA",4668,"MD-IC28823-.0022119","MP INVENTORY","MP INVENTORY CONTROL","Unassigned","Mainframe","MVS","N/A","N/A","SSA"
"N/A",4669,"856-125878-003648626-A9717","Unassigned","UNKNOWN","Unassigned","Mainframe","VSE-OR-MVS","N/A","N/A","N/A"
"ARCserve Backup",4670,"BABWBR1110A27439M63149","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Secure Content Manager",4671,"ETRSCM1104CNM9344V0A7111","ETRUST SECURE","ETRUST SECURE CONTENT MANAGER","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Data Model Validator",4672,"DATAMV27700054898","DATA MODEL","DATA MODEL VALIDATOR","Unassigned","Distributed","Windows","Development","Analysis Modeling And Design Tools","DB Management"
"ARCserve Backup",4673,"BABWUR1150317171J7434","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"SSA/Banking",4674,"PURDXX172702C0919813","CAS PURCHASING","CAS PURCHASING DIS","Unassigned","Mainframe","FUJITSU-MSP","N/A","N/A","Banking/SSA"
"ARCserve Backup",4675,"BABLUC5806XX00905273","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Patch Management",4676,"USDLX6882BWCUX053106","Unassigned","Unassigned","Change Management","Distributed","Distributed","N/A","N/A","Desktop & Server Management / Asset Management"
"ARCserve Backup",4677,"BAB946305WCU13118","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Remote Control",4678,"URMCEUR046951O592069","Unassigned","Unassigned","Unassigned","Distributed","Unix","N/A","N/A","Desktop & Server Management / Asset Management"
"ARCserve Backup",4679,"BABWU11138343OE5756","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4680,"BABWBR115FJ3669250096408","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"SSA",4681,"PRMSQR0552347105B004741","PRMS QUICK","PRMS QUICK RESPONSE ENGINE","Unassigned","Distributed","Windows","N/A","N/A","SSA"
"AntiVirus",4682,"ETRAV717572005BP3366","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Service Fullfilment",4683,"USVFF.990002202767CRTC3966","Unassigned","Unassigned","Unassigned","Mainframe","MVS","N/A","N/A","Service Delivery"
"Desktop DNA",4684,"DSKDNAM11FC1413URTC09621","Unassigned","Unassigned","Change Management","Distributed","Distributed","Network","Change And Configuration Management","Desktop & Server Management / Asset Management"
"ARCserve Backup for Laptops & Desktops",4685,"BLPDK100R11ECU40681051633","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Secure Content Manager",4686,"ETRSCG118717PPA05C4563","ETRUST SECURE","ETRUST SECURE CONTENT MANAGER","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiSpyware",4687,"ETRP7992LPAS6737","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup for Laptops & Desktops",4688,"BABL81537RTA4512","Unassigned","Unassigned","Unassigned","Distributed","Unix","Storage","Backup And Archive Software","Storage Recovery Management"
"eTrust Internet Security Suite",4689,"ISSDM0745951RT17871","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",4690,"BABLBR1150E17561ACX27524","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4691,"BABLUR1150A6572ABCX7880","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4692,"BA728390BI3237","Unassigned","Unassigned","Backup Management","Distributed","Unix","Storage","Backup And Archive Software","Storage Recovery Management"
"CoolGen",4693,"GENEXU994503I05295","GEN ENCY","GEN ENCY CROSSGEN TO UNIX","Unassigned","Distributed","Multi Platform","Development","Unified Development Environ","Products - Gen Group"
"N/A",4694,"E'TRAVE7105BPMI7351SNRM2474","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"VISION:Results",4695,"VS2309UTCNRMF1517","VSN:RES/INTRFC-IMS/DB FUL","VSN:RES/INTRFC-IMS/DB FUL FUNC","Unassigned","Mainframe","MVS","Development","Unified Development Environ","Products - MF Misc"
"Training",4696,"EDU51850TCU9151","Unassigned","Unassigned","Unassigned","Distributed","Distributed","N/A","N/A","Training"
"Patch Management",4697,"CADTMSXX59001455R16071","Unassigned","Unassigned","Change Management","Mainframe","VSE","N/A","N/A","Desktop & Server Management / Asset Management"
"Asset Portfolio Management",4698,"AR73590G1022","ARGIS TIVOLI","ARGIS TIVOLI INVENTY RPRT INTRF","Financial Management","Distributed","Multi Platform","Network","Change And Configuration Management","IT Financial Management"
"Ingres",4699,"INGS1.14000849707564","OPENINGRES PROT","OPENINGRES PROT ASYNCHRONOUS","Unassigned","Distributed","Unix","Data","Rdbms And Ordbms","Misc Products/Corporate"
"Ingres",4700,"INGODB030264258171","OPENINGRES ODBC","OPENINGRES ODBC DRIVER","Unassigned","Distributed","Windows","Tools","Other Programmer Development Tools And Utilities","Misc Products/Corporate"
"Distributed Database Tools",4701,"MGTFUO990JP4244501206399","Unassigned","Unassigned","Data Management","Distributed","Distributed","Data","Database Tools And Utilities","DB Management"
"AntiVirus",4702,"ETREZAV62TR09573218002","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Ingres",4703,"IN266282A4636","INGRES II","INGRES II ADV SUCCESS PK RT","Unassigned","Distributed","Windows","Data","Rdbms And Ordbms","Misc Products"
"N/A",4704,"IPCXXX00268382008549",\N,"Unassigned 51418","Unassigned","Mainframe","MVS","N/A","N/A","N/A"
"Ingres",4705,"INGCRT0627766CD001623","OPENINGRES CHARACTER","OPENINGRES CHARACTER RUNTIME","Unassigned","Distributed","OS/400","Development","Unified Development Environments","Misc Products/Corporate"
"N/A",4706,"3550C161650ED9234","Unassigned","UNKNOWN","Unassigned","Distributed","Other","N/A","N/A","N/A"
"ARCserve Backup",4707,"BABWBR1155709R1150E11846","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4708,"BABWUR778906011503922","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eHealth",4709,"MGTOBN99000286816009371","Unassigned","Unassigned","Network Management","Distributed","Unix","N/A","N/A","Network Management"
"ARCserve Backup",4710,"BABWBN2900J13313R46164","BRIGHTSTOR ARCSERVE","BRIGHTSTOR ARCSERVE BACKUP VERSION 9 AGENT FOR LOTUS NOTES FOR WINDOWS - JAPANESE","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Training",4711,"EDUAMTAPR62480P7998","EDU VOLUME","EDU VOLUME - APRISMA PREPAY","Unassigned","Distributed","Multi Platform","N/A","N/A","Training"
"Siteminder",4712,"STMBEA990190715A02131","ETRUST STMNDR","Siteminder - ETRUST STMNDR AGT BEA WEBLOGIC","Security Management","Distributed","Multi Platform","Security","IAM","Identity and Access Management"
"ARCserve Backup",4713,"BABLCUR114780115A034468","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",4714,"BABNCUR113511XX1A8501","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"SSA/Banking",4715,"BOMDX931181X03127","CAS BILL","CAS BILL OF MATERIAL DIS","Unassigned","Mainframe","MVS","N/A","N/A","Banking/SSA"
"OpenRoad",4716,"INGDRI84977REC199382","OPENROAD DRIVER","OPENROAD DRIVER TO INGRES","Unassigned","Distributed","Unix","Development","Unified Development Environments","Products - Dist & Testing Tools"
"SSA/Banking",4717,"AR2765AXECX5627","CAS ACCOUNTS","CAS ACCOUNTS RECEIVABLE","Unassigned","Mainframe","VM","N/A","N/A","Banking/SSA"
"SSA/Banking",4718,"OENA8392CDMFXX5057","CAS ORDER","CAS ORDER ENTRY A&D","Unassigned","Mainframe","VSE","N/A","N/A","Banking/SSA"
"Training",4719,"TC4196INO3DMFP2004","EDUCATION MAINFRAME","EDUCATION MAINFRAME PASS","Unassigned","Distributed","Multi Platform","N/A","N/A","Training"
"N/A",4720,"EI8594..0NO301780","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"N/A",4721,"VO...8699B.055776","VISUAL","VISUAL OBJECTS","Unassigned","Distributed","Windows","N/A","N/A","N/A"
"ARCserve Backup",4722,"BAB9394001L1238","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"VISION:Results",4723,"VSNRIF0662499017336","VSN:RES/INTRF-DL/1 FUL","VSN:RES/INTRF-DL/1 FUL FUNC","Unassigned","Mainframe","VSE","Development","Unified Development Environments","Products - MF Misc"
"COOL Xtras Webview",4724,"KBPWL5998542A00905456","COOL:XTRAS WEBVIEW","COOL:XTRAS WEBVIEW LIC 50+USR","Unassigned","Distributed","Multi Platform","Development","Unified Development Environments","Products - Dist & Testing Tools"
"N/A",4725,"ENDV21746BDE0A0025247","ENDEVOR FOR","ENDEVOR FOR DB2  SRP","Unassigned","Mainframe","MVS","N/A","N/A","N/A"
"ACM/Mlink",4726,"PMRB14432DE066417","PRIMARY SERVER","PRIMARY SERVER BUNDLED DT&ESD","Unassigned","Distributed","Unix","Storage","Other Storage Software","Products - MF Misc"
"N/A",4727,"856-127924MVQM24569","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"eHealth",4728,"VM4453VMCUVQMA9154","VCE MGT","VCE MGT VCE QULTY MONIT BSE PR","Network Management","Distributed","Windows","Network","Performance Management","Network Management"
"eHealth Voice",4729,"V4391TUO9MCUB5576","EHLTH VOIC","EHLTH VOIC CSCO UNTY BRG PLT 1","Network Management","Distributed","Windows","Network","Performance Management","Network Management"
"Clarity",4730,"NCST819819UO995123","CLARITY","Clarity PPM - CLARITY STUDIO-ORCL","Project Management","Distributed","Linux","Enterprise","Project Management","Project Portfolio Management"
"ARCserve Backup",4731,"BABWUR1100F14779JP97385","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"UFO",4732,"OSUFOV002J482602P6702","UFO CICS","UFO CICS JAPAN","Unassigned","Mainframe","MVS","Development","Unified Development Environments","Products - MF Misc"
"SSA",4733,"DRPD..0049704CMP204121","CAS DISTRIBUTION","CAS DISTRIBUTION RESOURCE PLNG","Unassigned","Mainframe","MVS","N/A","N/A","SSA"
"AntiVirus",4734,"ETRAVE70044403TRCMPF9267","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiVirus",4735,"ET227051ERA4218","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",4736,"BABWBR1152541PAS1E08987","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"N/A",4737,"ETRPP9741OCP0AS51540","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"OpenRoad",4738,"IN2O480500CP058180","OPENROAD SUCCESS","OPENROAD SUCCESS PACK RUNTIME","Unassigned","Distributed","Windows","Development","Unified Development Environments","Products - Dist & Testing Tools"
"TPX",4739,"STXTEO030636022963","STX TERMINAL","STX TERMINAL EMULATOR OPTION","Unassigned","Mainframe","MVS","Network","Network And Service Management","Products - MF Misc"
"AntiVirus",4740,"ETRAVE80062298REE7977","Unassigned","Unassigned","Threat Management","Mainframe","UTS (AMDAHL)","Security","Secure Content Management","Threat Management"
"AntiSpyware",4741,"GMR547500AET2088","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Security Command Center",4742,"ETRADN99008928I0A82553","Unassigned","Unassigned","Security Management","Distributed","Distributed","N/A","N/A","Security Information / Vulnerability Management"
"eTrust Intrusion Detection",4743,"I796059T5170","ETRUST INTRUDET","ETRUST INTRUDET AV UPDT UNLTD","Unassigned","Distributed","Windows","Security","Intrusion Detection And Firewall","Threat Management"
